"Age","Vehicle_Use","Severity","Claim_Count","Car_Model","Group","Exposure"
"B","DriveLong",304.544876050995,93.3706351246685,"Ford Explorer","Midsize SUVs",28435.5485008449
"D","DriveShort",229.520096799374,456.492645926774,"Mazda CX-9","Midsize SUVs",104774.236281315
"F","DriveShort",198.538617522586,957.509421786992,"Mazda CX-9","Midsize SUVs",190102.59686644
"F","Business",358.57077974321,304.904838088527,"Subaru Legacy","Midsize Cars",109329.965540881
"F","DriveShort",198.032013535216,989.631517315749,"Mazda CX-9","Midsize SUVs",195978.722031948
"G","Pleasure",210.835695899746,259.459040971636,"Ford Explorer","Midsize SUVs",54703.2274607357
"E","DriveLong",236.90877145545,374.589660239371,"Mazda CX-9","Midsize SUVs",88743.5762072236
"B","DriveShort",293.276029690437,168.946532179846,"Hyundai Sonata","Midsize Cars",49547.9681876728
"G","Pleasure",209.29861974576,269.627780224173,"Ford Explorer","Midsize SUVs",56432.7222460327
"F","Business",354.580021871473,297.480521804839,"Subaru Legacy","Midsize Cars",105480.649927897
"E","DriveLong",237.599744432897,388.539367857494,"Mazda CX-9","Midsize SUVs",92316.8545050599
"G","DriveShort",205.776927174086,851.052449093887,"Mazda CX-9","Midsize SUVs",175126.95783852
"A","DriveShort",279.871767971431,40.7783616962843,"Hyundai Sonata","Midsize Cars",11412.7121829176
"E","Business",262.438243864962,166.902716479567,"Hyundai Sonata","Midsize Cars",43801.6558091891
"D","Pleasure",227.97475066221,122.725389810093,"Mazda CX-9","Midsize SUVs",27978.2901418784
"C","Business",339.779164066934,130.300154800841,"Subaru Legacy","Midsize Cars",44273.2776760219
"D","DriveLong",288.314367830276,365.613474893745,"Ford Explorer","Midsize SUVs",105411.617884221
"A","DriveShort",281.520533328153,40.0556150199845,"Hyundai Sonata","Midsize Cars",11276.4781032132
"F","DriveLong",241.202917834883,701.610011698236,"Ford Explorer","Midsize SUVs",169230.382003781
"H","Pleasure",196.214686565101,254.497416825267,"Mazda CX-9","Midsize SUVs",49936.1308739976
"G","Business",338.984605241597,163.389668465685,"Subaru Legacy","Midsize Cars",55386.5822653956
"F","DriveShort",205.559908546284,980.611109325779,"Mazda CX-9","Midsize SUVs",201574.329952477
"B","DriveShort",296.931054626075,170.62796795473,"Hyundai Sonata","Midsize Cars",50664.742473502
"D","Business",358.872972550275,166.663187421113,"Hyundai Sonata","Midsize Cars",59810.9134845185
"G","Pleasure",206.492859997268,269.001656397898,"Ford Explorer","Midsize SUVs",55546.9213736043
"G","DriveShort",207.320501565974,838.27938156419,"Mazda CX-9","Midsize SUVs",173792.501838303
"D","DriveLong",294.198117757956,361.78162289107,"Ford Explorer","Midsize SUVs",106435.472493971
"C","Pleasure",252.747361308767,137.069306743331,"Ford Explorer","Midsize SUVs",34643.905595799
"E","DriveLong",232.37631674034,388.663907282625,"Mazda CX-9","Midsize SUVs",90316.2872242454
"A","DriveShort",274.85689129404,40.5710592214018,"Hyundai Sonata","Midsize Cars",11151.2352141009
"D","DriveLong",297.584376471974,359.777097926685,"Ford Explorer","Midsize SUVs",107064.043355409
"H","DriveShort",195.855931355525,581.296117051318,"Ford Explorer","Midsize SUVs",113850.292398436
"B","Business",367.022603116648,44.5905817415565,"Hyundai Sonata","Midsize Cars",16365.7513852717
"H","Business",343.651974199577,94.6324568398297,"Subaru Legacy","Midsize Cars",32520.6306163638
"B","Pleasure",216.225427881538,62.8670970989275,"Mazda CX-9","Midsize SUVs",13593.4649698858
"F","Pleasure",210.992217319754,238.876148340001,"Ford Explorer","Midsize SUVs",50401.0082030594
"B","DriveLong",295.752267365488,93.1224531031214,"Ford Explorer","Midsize SUVs",27541.1766478845
"E","DriveShort",203.661412889316,484.411796585203,"Mazda CX-9","Midsize SUVs",98655.9909127942
"H","DriveShort",196.718274976424,566.703327503474,"Ford Explorer","Midsize SUVs",111480.901009883
"E","Pleasure",156.530473668515,152.622062866157,"Mazda CX-9","Midsize SUVs",23890.0037927054
"H","Business",335.311411509356,97.0940720614046,"Subaru Legacy","Midsize Cars",32556.7503521007
"E","Business",254.629657800941,165.393889649166,"Hyundai Sonata","Midsize Cars",42114.1895237337
"D","Pleasure",230.699292007957,122.067781195405,"Mazda CX-9","Midsize SUVs",28160.9506987622
"G","DriveShort",197.85986245649,847.202118615794,"Mazda CX-9","Midsize SUVs",167627.294662168
"D","DriveShort",225.132178447232,451.438630682975,"Mazda CX-9","Midsize SUVs",101633.362360893
"E","Business",257.924109930695,162.490736343851,"Hyundai Sonata","Midsize Cars",41910.2785434711
"A","DriveShort",280.358895989901,39.381400602404,"Hyundai Sonata","Midsize Cars",11040.925995426
"F","Pleasure",208.547195337832,242.336959384207,"Ford Explorer","Midsize SUVs",50538.6932062746
"B","DriveShort",293.781623710287,172.76101827391,"Hyundai Sonata","Midsize Cars",50754.0124623517
"H","Pleasure",194.444955548644,258.108483720571,"Mazda CX-9","Midsize SUVs",50187.8926437743
"G","Business",332.382184341903,166.038757719775,"Subaru Legacy","Midsize Cars",55188.3249763147
"C","DriveLong",299.685088124002,312.831758151809,"Ford Explorer","Midsize SUVs",93751.0130097112
"C","DriveLong",298.920908382484,324.968703485699,"Ford Explorer","Midsize SUVs",97139.9400418233
"F","DriveLong",231.945093482022,706.239120480348,"Ford Explorer","Midsize SUVs",163808.698820475
"C","DriveLong",291.219473506445,323.351151491585,"Ford Explorer","Midsize SUVs",94166.1520950822
"H","Pleasure",187.602272674441,264.641416960629,"Mazda CX-9","Midsize SUVs",49647.3312655984
"H","Pleasure",188.896738294512,256.983392263297,"Mazda CX-9","Midsize SUVs",48543.3245943959
"B","DriveLong",294.326968690023,91.0763920904603,"Ford Explorer","Midsize SUVs",26806.2384032092
"F","DriveLong",239.474735838534,723.578471796191,"Ford Explorer","Midsize SUVs",173278.763391843
"B","DriveLong",293.264895387785,92.6194896666333,"Ford Explorer","Midsize SUVs",27162.0449479552
"B","DriveLong",305.127403909126,91.7106374827679,"Ford Explorer","Midsize SUVs",27983.4287259679
"E","DriveLong",238.105607890511,382.94882425504,"Mazda CX-9","Midsize SUVs",91182.2625902028
"F","DriveShort",201.749489434012,946.89290560165,"Mazda CX-9","Midsize SUVs",191035.160253821
"H","DriveLong",259.918070933804,314.647296477668,"Ford Explorer","Midsize SUVs",81782.5183250122
"C","DriveShort",252.715773808856,341.37246581614,"Subaru Legacy","Midsize Cars",86270.206855763
"D","Business",359.304219767501,167.407081681967,"Hyundai Sonata","Midsize Cars",60150.0708672935
"H","DriveShort",192.248298174755,574.410535379639,"Ford Explorer","Midsize SUVs",110429.447880385
"C","DriveLong",304.3442989769,321.446519509354,"Ford Explorer","Midsize SUVs",97830.4156386385
"F","DriveShort",207.446448384672,968.268089212244,"Mazda CX-9","Midsize SUVs",200863.776191293
"G","Business",338.800653334329,162.462457294716,"Subaru Legacy","Midsize Cars",55042.3866737501
"H","Pleasure",191.980516958982,257.365687430371,"Mazda CX-9","Midsize SUVs",49409.1977203863
"A","Pleasure",249.233350827231,21.4049658323871,"Mazda CX-9","Midsize SUVs",5334.83135874823
"C","Business",337.478819517556,130.565700364381,"Subaru Legacy","Midsize Cars",44063.1584284541
"G","Business",344.793964960716,162.460570587614,"Subaru Legacy","Midsize Cars",56015.4242826835
"A","Pleasure",252.415168392462,21.4961053477717,"Mazda CX-9","Midsize SUVs",5425.94305113988
"E","Business",256.472010701443,163.843722940376,"Hyundai Sonata","Midsize Cars",42021.3290633284
"B","Pleasure",210.602506869197,64.1846812518197,"Mazda CX-9","Midsize SUVs",13517.4547742336
"E","Pleasure",155.435440055906,154.383178584767,"Mazda CX-9","Midsize SUVs",23996.6173005528
"A","Pleasure",250.731325605574,21.2577041213633,"Mazda CX-9","Midsize SUVs",5329.97233368051
"E","DriveLong",234.243905186683,378.938547295507,"Mazda CX-9","Midsize SUVs",88764.0451442681
"A","DriveShort",275.336858052941,40.0439165681601,"Hyundai Sonata","Midsize Cars",11025.5661720113
"G","Pleasure",206.301395828808,266.977105918271,"Ford Explorer","Midsize SUVs",55077.7496052747
"H","Business",349.068860287781,96.1448831565678,"Subaru Legacy","Midsize Cars",33561.184785965
"A","Pleasure",255.110438412069,21.4696782761836,"Mazda CX-9","Midsize SUVs",5477.13903760327
"H","DriveLong",257.003700497236,317.872940466832,"Ford Explorer","Midsize SUVs",81694.5219879136
"C","Pleasure",248.066290192028,140.861810600618,"Ford Explorer","Midsize SUVs",34943.0667854273
"H","DriveLong",257.88968422635,318.240266399179,"Ford Explorer","Midsize SUVs",82070.8818097936
"A","DriveShort",274.273283604271,40.5093778506853,"Hyundai Sonata","Midsize Cars",11110.6400798736
"G","Pleasure",208.082073173766,263.033343136008,"Ford Explorer","Midsize SUVs",54732.523353567
"H","DriveShort",196.121308093517,563.773120350554,"Ford Explorer","Midsize SUVs",110567.921831114
"C","DriveShort",252.477808129936,348.640530539316,"Subaru Legacy","Midsize Cars",88023.9969758246
"D","Pleasure",225.446817251664,120.599308206991,"Mazda CX-9","Midsize SUVs",27188.7301980185
"E","Business",262.243659904878,162.832577432459,"Hyundai Sonata","Midsize Cars",42701.8110576326
"A","DriveShort",276.662861289931,39.3136664046906,"Hyundai Sonata","Midsize Cars",10876.6314353195
"G","DriveShort",207.161131663852,842.528741610667,"Mazda CX-9","Midsize SUVs",174539.207571387
"E","Business",256.471552007484,166.877209034539,"Hyundai Sonata","Midsize Cars",42799.2567957656
"F","DriveLong",239.97312697504,734.988094110368,"Ford Explorer","Midsize SUVs",176377.39123309
"H","DriveShort",200.954207592523,584.829977991455,"Ford Explorer","Midsize SUVs",117524.044803625
"E","Business",250.170044630445,166.122286280501,"Hyundai Sonata","Midsize Cars",41558.8197729044
"D","Pleasure",225.375324654995,120.42550480786,"Mazda CX-9","Midsize SUVs",27140.9372428131
"D","Pleasure",232.850092423294,123.082868440147,"Mazda CX-9","Midsize SUVs",28659.8572920123
"H","Business",344.705059526755,97.3928482789546,"Subaru Legacy","Midsize Cars",33571.8075634772
"G","DriveLong",257.109820376845,512.472635458689,"Ford Explorer","Midsize SUVs",131761.747250832
"H","DriveLong",263.254035098163,319.795711514633,"Ford Explorer","Midsize SUVs",84187.5114633154
"D","Pleasure",226.142207831897,122.520596064383,"Mazda CX-9","Midsize SUVs",27707.0780988796
"C","Pleasure",247.302120277135,142.431973908329,"Ford Explorer","Midsize SUVs",35223.7291427875
"C","Business",338.648320491504,127.055912674929,"Subaru Legacy","Midsize Cars",43027.2714358798
"A","DriveLong",239.3420493397,22.6365889306064,"Toyota RAV4","Small SUVs",5417.88758471169
"B","DriveShort",292.411158742779,171.470429457247,"Hyundai Sonata","Midsize Cars",50139.8669677155
"D","Pleasure",229.85695182175,120.635478787415,"Mazda CX-9","Midsize SUVs",27728.9034356327
"G","Business",340.47476830374,158.304451494757,"Subaru Legacy","Midsize Cars",53898.671444128
"H","DriveShort",194.125062457762,571.122494112956,"Ford Explorer","Midsize SUVs",110869.189840711
"H","DriveLong",260.259008089535,309.165434208233,"Ford Explorer","Midsize SUVs",80463.0892426052
"H","DriveShort",196.467498794605,590.849604874616,"Ford Explorer","Midsize SUVs",116082.744033496
"F","DriveLong",230.627713892842,716.761207190715,"Ford Explorer","Midsize SUVs",165304.998621468
"D","Business",366.129238661655,168.610399590293,"Hyundai Sonata","Midsize Cars",61733.1972324313
"A","DriveLong",239.102664640162,22.5107576312614,"Toyota RAV4","Small SUVs",5382.38213270346
"F","DriveShort",201.65207623133,963.865638115094,"Mazda CX-9","Midsize SUVs",194365.507133944
"D","DriveShort",229.271201939754,449.641764446348,"Mazda CX-9","Midsize SUVs",103089.907776926
"F","DriveLong",231.736034131266,731.880251595878,"Ford Explorer","Midsize SUVs",169603.026963822
"D","DriveShort",224.507161868356,441.993677756935,"Mazda CX-9","Midsize SUVs",99230.7461569663
"F","DriveShort",200.778746107668,992.177458268008,"Mazda CX-9","Midsize SUVs",199208.145987344
"D","DriveShort",227.13639476303,456.229245669395,"Mazda CX-9","Midsize SUVs",103626.266046803
"E","Pleasure",151.311617923911,148.911611519265,"Mazda CX-9","Midsize SUVs",22532.0568666369
"C","Pleasure",254.869840739306,139.225373570342,"Ford Explorer","Midsize SUVs",35484.3487887434
"E","DriveLong",235.952791892184,383.199721495982,"Mazda CX-9","Midsize SUVs",90417.0441392842
"H","DriveLong",257.647853213076,306.347127593961,"Ford Explorer","Midsize SUVs",78929.6797625763
"H","DriveShort",198.129572866837,571.393382732221,"Ford Explorer","Midsize SUVs",113209.926859672
"G","Business",341.420854938176,162.765721910354,"Subaru Legacy","Midsize Cars",55571.6119292625
"D","Business",360.49312018905,166.133721143089,"Hyundai Sonata","Midsize Cars",59890.0635034896
"F","Pleasure",210.998976432706,244.740045539394,"Ford Explorer","Midsize SUVs",51639.8991009061
"F","DriveShort",201.830106886667,986.946122839465,"Mazda CX-9","Midsize SUVs",199195.441464071
"F","DriveLong",231.697222268544,719.578081531741,"Ford Explorer","Midsize SUVs",166724.242696232
"F","Pleasure",211.853401611137,243.440639013599,"Ford Explorer","Midsize SUVs",51573.72746542
"H","Pleasure",195.772862941772,261.108816798311,"Mazda CX-9","Midsize SUVs",51118.0206039439
"H","Business",350.004794885636,97.0862695980817,"Subaru Legacy","Midsize Cars",33980.6598768882
"A","Business",810.582060411647,4.96169569238555,"Rivian R1T","Large Pickups",4021.86151746947
"H","DriveShort",195.918212057473,568.205817397102,"Ford Explorer","Midsize SUVs",111321.867825095
"F","Pleasure",212.745997491256,243.431861209974,"Ford Explorer","Midsize SUVs",51789.1541342689
"C","Business",339.222189703548,129.648257427081,"Subaru Legacy","Midsize Cars",43979.5657756635
"A","DriveLong",242.502473524985,23.2777350817923,"Toyota RAV4","Small SUVs",5644.90833539397
"D","DriveShort",230.768773618765,437.175544273108,"Mazda CX-9","Midsize SUVs",100886.464208021
"F","DriveShort",198.455550723067,991.733020656509,"Mazda CX-9","Midsize SUVs",196814.922784638
"F","DriveShort",203.001652943795,952.08662566822,"Mazda CX-9","Midsize SUVs",193275.158756329
"D","Pleasure",231.327997616459,120.091488543455,"Mazda CX-9","Midsize SUVs",27780.5235755375
"H","DriveShort",198.487678050976,587.948421280761,"Ford Explorer","Midsize SUVs",116700.516953755
"D","DriveShort",231.129085388437,446.791228060424,"Mazda CX-9","Midsize SUVs",103266.447901182
"E","DriveShort",206.241623310537,473.049875801429,"Mazda CX-9","Midsize SUVs",97562.5742921346
"C","DriveShort",254.705188814318,348.768891580158,"Subaru Legacy","Midsize Cars",88833.2463824846
"E","Business",254.67129289617,165.794514133339,"Hyundai Sonata","Midsize Cars",42223.1032694297
"F","Business",360.548585293785,298.211184846051,"Subaru Legacy","Midsize Cars",107519.620815027
"C","DriveShort",249.606015726741,336.500625963777,"Subaru Legacy","Midsize Cars",83992.5805363728
"H","DriveShort",194.572922196154,588.934521113802,"Ford Explorer","Midsize SUVs",114590.710755305
"E","DriveShort",197.587601262493,468.251718158531,"Mazda CX-9","Midsize SUVs",92520.7337779851
"G","Pleasure",204.010391484862,264.035051333881,"Ford Explorer","Midsize SUVs",53865.8941883508
"D","Business",360.753624315668,168.278061666258,"Hyundai Sonata","Midsize Cars",60706.920638918
"D","Pleasure",231.755422754276,124.601769933896,"Mazda CX-9","Midsize SUVs",28877.1358669612
"C","Business",338.438685134993,130.259679048671,"Subaru Legacy","Midsize Cars",44084.9145033386
"G","DriveShort",207.502489355148,877.456803298136,"Mazda CX-9","Midsize SUVs",182074.470985974
"F","Pleasure",207.25970851028,240.887716000783,"Ford Explorer","Midsize SUVs",49926.3178020294
"G","DriveShort",198.802833822651,872.553342871054,"Mazda CX-9","Midsize SUVs",173466.077224193
"F","Business",346.04331070815,304.823079189286,"Subaru Legacy","Midsize Cars",105481.987502913
"H","DriveLong",256.121087649185,318.047905878257,"Ford Explorer","Midsize SUVs",81458.7755780847
"C","Pleasure",255.434748469593,143.0712941417,"Ford Explorer","Midsize SUVs",36545.3800323044
"H","Business",350.454913457172,93.6654151964933,"Subaru Legacy","Midsize Cars",32825.5049766172
"G","DriveLong",249.596025154299,501.878362330981,"Ford Explorer","Midsize SUVs",125266.844348762
"C","DriveShort",254.362743231311,336.164776054549,"Subaru Legacy","Midsize Cars",85507.7946149745
"G","DriveShort",200.104506066832,857.485833350476,"Mazda CX-9","Midsize SUVs",171586.779141903
"E","Business",257.198072446616,167.822157140076,"Hyundai Sonata","Midsize Cars",43163.5353302607
"G","DriveShort",198.778228923972,857.368804159365,"Mazda CX-9","Midsize SUVs",170426.252425462
"H","Pleasure",187.704877498001,255.855670678662,"Mazda CX-9","Midsize SUVs",48025.3573219071
"C","DriveShort",247.904610890985,344.3357733991,"Subaru Legacy","Midsize Cars",85362.42592035
"A","DriveShort",271.945819697232,39.5810343367048,"Hyundai Sonata","Midsize Cars",10763.8968271594
"B","DriveShort",297.093351736863,172.989654348535,"Hyundai Sonata","Midsize Cars",51394.0762262075
"G","Business",347.004746687142,165.376523841941,"Subaru Legacy","Midsize Cars",57386.4387637728
"G","Pleasure",209.835527128972,262.793268235074,"Ford Explorer","Midsize SUVs",55143.3639660521
"F","Business",361.026769634432,304.704816852883,"Subaru Legacy","Midsize Cars",110006.595720447
"A","DriveShort",267.9367512768,40.5299508934841,"Hyundai Sonata","Midsize Cars",10859.4633718083
"D","Pleasure",229.01745224516,123.111149146257,"Mazda CX-9","Midsize SUVs",28194.6017204496
"D","DriveLong",291.825957018846,355.92231700042,"Ford Explorer","Midsize SUVs",103867.370783013
"E","DriveShort",199.289031148471,476.676885976642,"Mazda CX-9","Midsize SUVs",94996.474777155
"E","DriveShort",199.51597756723,480.437998358696,"Mazda CX-9","Midsize SUVs",95855.0569029782
"C","DriveLong",299.686302684381,310.925026542856,"Ford Explorer","Midsize SUVs",93179.9716166718
"H","Business",348.664465882006,97.2769099865109,"Subaru Legacy","Midsize Cars",33917.0018630988
"B","DriveLong",298.988564396903,89.8380687639583,"Ford Explorer","Midsize SUVs",26860.5552079261
"D","DriveShort",224.758992513522,439.737732301652,"Mazda CX-9","Midsize SUVs",98835.0096823005
"F","Business",346.878122668982,302.689845453016,"Subaru Legacy","Midsize Cars",104996.485341707
"E","DriveShort",198.277886637417,481.680635525926,"Mazda CX-9","Midsize SUVs",95506.6184462487
"B","DriveShort",301.929926316075,172.185092907725,"Hyundai Sonata","Midsize Cars",51987.8324143558
"A","DriveShort",281.104387697927,40.2874753205106,"Hyundai Sonata","Midsize Cars",11324.9860818675
"D","Business",375.136294488325,165.565867503546,"Hyundai Sonata","Midsize Cars",62109.7660290253
"E","DriveShort",200.914966252972,477.10592261781,"Mazda CX-9","Midsize SUVs",95857.7203418503
"H","DriveShort",196.381380953314,564.570758612035,"Ford Explorer","Midsize SUVs",110871.185222092
"F","DriveShort",205.665451930664,961.101737090386,"Mazda CX-9","Midsize SUVs",197665.42311004
"F","Business",356.618725986797,310.063818978146,"Subaru Legacy","Midsize Cars",110574.564098587
"C","Pleasure",250.072182358422,138.174678885378,"Ford Explorer","Midsize SUVs",34553.6434955407
"C","Pleasure",251.816740147941,141.357454052195,"Ford Explorer","Midsize SUVs",35596.1732750361
"A","Pleasure",256.211345217795,21.4120974730002,"Mazda CX-9","Midsize SUVs",5486.02229749193
"H","Business",345.625600264827,96.8886274762452,"Subaru Legacy","Midsize Cars",33487.1900303124
"G","Pleasure",206.661966816853,260.801060471032,"Ford Explorer","Midsize SUVs",53897.6601048645
"A","DriveShort",273.617962186841,40.6409079171717,"Hyundai Sonata","Midsize Cars",11120.0824057196
"E","DriveShort",197.670448711124,483.790299317613,"Mazda CX-9","Midsize SUVs",95631.0455482014
"H","Pleasure",195.691366644949,262.736044518882,"Mazda CX-9","Midsize SUVs",51415.1756187882
"H","Pleasure",196.676741299778,259.371313430136,"Mazda CX-9","Midsize SUVs",51012.3047120826
"G","DriveShort",203.598781241382,843.778423036286,"Mazda CX-9","Midsize SUVs",171792.258567963
"B","DriveShort",304.641084749268,167.696930760832,"Hyundai Sonata","Midsize Cars",51087.3748961027
"E","DriveShort",199.72930810761,488.445366191678,"Mazda CX-9","Midsize SUVs",97556.8550378322
"A","DriveLong",246.671433546717,22.6486951970262,"Toyota RAV4","Small SUVs",5586.7861122131
"E","Pleasure",155.431196928319,147.985568768415,"Mazda CX-9","Midsize SUVs",23001.5740817928
"A","DriveShort",273.50931012309,39.3487409222871,"Hyundai Sonata","Midsize Cars",10762.246983867
"A","DriveShort",279.324743691416,39.6322315209545,"Hyundai Sonata","Midsize Cars",11070.2629115095
"B","DriveShort",300.152772018032,172.489239717415,"Hyundai Sonata","Midsize Cars",51773.1234444648
"B","DriveShort",298.156774414822,172.117122822453,"Hyundai Sonata","Midsize Cars",51317.8861623023
"H","Business",336.668623637994,95.4783588342369,"Subaru Legacy","Midsize Cars",32144.567655937
"D","DriveShort",222.81028412611,450.478430374712,"Mazda CX-9","Midsize SUVs",100371.227064474
"G","DriveLong",259.044330553274,513.725804195367,"Ford Explorer","Midsize SUVs",133077.757035731
"A","Pleasure",256.104495873412,21.2332909756224,"Mazda CX-9","Midsize SUVs",5437.94128104524
"G","DriveShort",202.696607423293,858.721314747969,"Mazda CX-9","Midsize SUVs",174059.897221483
"G","Pleasure",204.730831738523,270.118290216569,"Ford Explorer","Midsize SUVs",55301.542223826
"H","DriveLong",264.494804180795,308.973208102584,"Ford Explorer","Midsize SUVs",81721.808174205
"H","Pleasure",190.689510127902,256.217835466377,"Mazda CX-9","Midsize SUVs",48858.0535311149
"A","Business",797.400524613343,4.94870901067043,"Rivian R1T","Large Pickups",3946.10316126737
"G","DriveShort",207.202072431575,841.775885008089,"Mazda CX-9","Midsize SUVs",174417.7078966
"E","Business",256.947789120944,163.423834401811,"Hyundai Sonata","Midsize Cars",41991.3929392127
"D","Pleasure",223.693159760607,120.671961900475,"Mazda CX-9","Midsize SUVs",26993.4924520289
"D","DriveLong",299.872042459774,360.555338717904,"Ford Explorer","Midsize SUVs",108120.465841113
"H","DriveShort",192.739570872731,584.276488876506,"Ford Explorer","Midsize SUVs",112613.199737084
"C","DriveLong",294.881515482632,313.236696356535,"Ford Explorer","Midsize SUVs",92367.7117263879
"B","DriveLong",294.057436869839,91.1801431568805,"Ford Explorer","Midsize SUVs",26812.1991901373
"G","Pleasure",203.990170366521,265.715554041299,"Ford Explorer","Midsize SUVs",54203.361137919
"F","DriveLong",231.275199044444,724.757913955126,"Ford Explorer","Midsize SUVs",167618.530809008
"G","Business",341.707880857805,163.287345252209,"Subaru Legacy","Midsize Cars",55796.5727170292
"G","DriveLong",258.259369110704,513.616113034822,"Ford Explorer","Midsize SUVs",132646.173317465
"G","DriveShort",197.939872543198,839.096097633021,"Mazda CX-9","Midsize SUVs",166090.574616975
"F","DriveShort",206.825316319009,957.91751191183,"Mazda CX-9","Midsize SUVs",198121.592408683
"C","Business",348.243866670171,127.903643223108,"Subaru Legacy","Midsize Cars",44541.659277217
"H","DriveShort",198.212518498568,587.318479422736,"Ford Explorer","Midsize SUVs",116413.87496713
"G","Pleasure",209.210905807345,267.624145827536,"Ford Explorer","Midsize SUVs",55989.8899644957
"A","Business",791.026029955414,4.9398746053339,"Rivian R1T","Large Pickups",3907.56939753484
"A","DriveLong",240.25573139696,22.9866378295002,"Toyota RAV4","Small SUVs",5522.67148408361
"E","Pleasure",152.359544917484,152.746475475084,"Mazda CX-9","Midsize SUVs",23272.3834911334
"B","DriveShort",299.205457003466,167.691339788656,"Hyundai Sonata","Midsize Cars",50174.1639569882
"A","DriveShort",271.826014388297,40.0271823331714,"Hyundai Sonata","Midsize Cars",10880.4294408196
"H","Pleasure",191.326073487103,262.035514253424,"Mazda CX-9","Midsize SUVs",50134.2260562815
"H","DriveLong",257.190718817611,307.281630281266,"Ford Explorer","Midsize SUVs",79029.9833714863
"B","DriveShort",297.481755293342,170.888160743017,"Hyundai Sonata","Midsize Cars",50836.1100166836
"D","DriveLong",296.594031098706,366.927569056139,"Ford Explorer","Midsize SUVs",108828.526827609
"D","DriveShort",222.909101619422,456.046791622788,"Mazda CX-9","Midsize SUVs",101656.980617056
"B","Business",367.996600861989,44.5830847426783,"Hyundai Sonata","Midsize Cars",16406.4236412476
"A","DriveLong",239.781854313871,23.1700023557176,"Toyota RAV4","Small SUVs",5555.74612931072
"F","DriveLong",233.982522190336,707.946499063529,"Ford Explorer","Midsize SUVs",165647.107426703
"B","Business",365.032028788751,43.3246232284233,"Hyundai Sonata","Midsize Cars",15814.8751135796
"B","Business",364.496348215934,44.0330820084084,"Hyundai Sonata","Midsize Cars",16049.8975927576
"B","DriveShort",303.527188317424,173.183192471601,"Hyundai Sonata","Midsize Cars",52565.8074747404
"G","DriveShort",197.689599279796,880.224692304048,"Mazda CX-9","Midsize SUVs",174011.266697769
"E","Business",261.264104704093,164.770108937239,"Hyundai Sonata","Midsize Cars",43048.5149934837
"C","DriveLong",298.350210279047,313.644461932266,"Ford Explorer","Midsize SUVs",93575.8911703501
"F","DriveShort",201.045546726775,980.39439928683,"Mazda CX-9","Midsize SUVs",197103.928012489
"A","Business",785.428195898463,4.98344949772581,"Rivian R1T","Large Pickups",3914.14174834989
"C","DriveLong",299.797128858478,324.712347151595,"Ford Explorer","Midsize SUVs",97347.8293809455
"G","Pleasure",211.347920651511,271.581685994263,"Ford Explorer","Midsize SUVs",57398.224621919
"E","Business",258.22757634321,164.984352234402,"Hyundai Sonata","Midsize Cars",42603.509412044
"F","Business",359.225276246393,298.417107492127,"Subaru Legacy","Midsize Cars",107198.967875509
"F","DriveLong",231.123822064438,728.298582372547,"Ford Explorer","Midsize SUVs",168327.151962055
"G","DriveShort",197.74540533279,880.103628232214,"Mazda CX-9","Midsize SUVs",174036.448699638
"A","Business",786.055270878882,4.88577584241284,"Rivian R1T","Large Pickups",3840.48985326132
"E","Pleasure",156.091888008042,149.129786326853,"Mazda CX-9","Midsize SUVs",23277.9499059943
"A","Business",790.641412244102,4.8759503440815,"Rivian R1T","Large Pickups",3855.12826607671
"E","Business",253.465852783574,164.348572808108,"Hyundai Sonata","Midsize Cars",41656.7511605704
"H","Business",336.500456360069,93.7758475027978,"Subaru Legacy","Midsize Cars",31555.6154802437
"A","DriveLong",243.723950294029,22.982316549099,"Toyota RAV4","Small SUVs",5601.34097625426
"A","Pleasure",255.22462119894,21.0501863664715,"Mazda CX-9","Midsize SUVs",5372.52584154977
"D","DriveLong",298.506397189728,367.475260518549,"Ford Explorer","Midsize SUVs",109693.716073749
"D","Business",368.257939109097,164.816749039106,"Hyundai Sonata","Midsize Cars",60695.0763318025
"A","DriveShort",278.278512797459,40.9987858976237,"Hyundai Sonata","Midsize Cars",11409.0811660922
"E","DriveShort",204.695450415899,467.126828206901,"Mazda CX-9","Midsize SUVs",95618.736501162
"H","Pleasure",189.181311113387,262.412329692626,"Mazda CX-9","Midsize SUVs",49643.5085835695
"E","Business",253.319512188659,170.040635547764,"Hyundai Sonata","Midsize Cars",43074.6108492091
"C","DriveLong",299.76993529555,321.692691591941,"Ford Explorer","Midsize SUVs",96433.7973435675
"G","Pleasure",204.771248066214,267.691524122003,"Ford Explorer","Midsize SUVs",54815.5274912097
"A","Pleasure",248.228473247327,20.5640337249613,"Mazda CX-9","Midsize SUVs",5104.57869535369
"D","Pleasure",225.26413928932,123.653856805468,"Mazda CX-9","Midsize SUVs",27854.7796230885
"A","Pleasure",255.423081376191,21.0589685360435,"Mazda CX-9","Midsize SUVs",5378.9466340805
"H","DriveLong",263.407116638188,311.624121337943,"Ford Explorer","Midsize SUVs",82084.0112765365
"E","Business",250.548226015127,161.925885375286,"Hyundai Sonata","Midsize Cars",40570.2433267068
"H","Business",344.747095736894,97.924687082693,"Subaru Legacy","Midsize Cars",33759.2514727026
"G","DriveShort",205.647444737174,854.623309863976,"Mazda CX-9","Midsize SUVs",175751.099886353
